goal,target,indicator,seriesCode,seriesDesc,release,geoAreaCode,geoAreaName,parentCode,parentName,type,ISO3,UN_Member,X,Y,unitsCode,unitsDesc,unitmultiplierCode,unitmultiplierDesc,reportingTypeCode,reportingTypeDesc,valueDetails,footnotes,sources,timeDetails,nature,value_2016,value_latest_year,latest_year,ObjectId
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,36,Australia,53,Australia and New Zealand,Country,AUS,1,134.3499412,-25.57717202,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.1,0.1,2016,11
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,40,Austria,155,Western Europe,Country,AUT,1,14.14172472,47.58704857,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.1,0.1,2016,12
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,44,Bahamas,29,Caribbean,Country,BHS,1,-78.05111663,24.69546597,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.1,0.1,2016,13
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,48,Bahrain,145,Western Asia,Country,BHR,1,50.5490754,26.04407747,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0,0,2016,14
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,50,Bangladesh,34,Southern Asia,Country,BGD,1,89.17660788,22.86961622,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,11.9,11.9,2016,15
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,51,Armenia,145,Western Asia,Country,ARM,1,44.93839317,40.29499741,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.2,0.2,2016,16
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,52,Barbados,29,Caribbean,Country,BRB,1,-59.5346489,13.13648273,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.2,0.2,2016,17
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,56,Belgium,155,Western Europe,Country,BEL,1,4.660976456,50.64104975,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.3,0.3,2016,18
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,60,Bermuda,21,Northern America,Country,BMU,0,-64.78155012,32.27881922,,,,,,,,,,,,,,,19
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,64,Bhutan,34,Southern Asia,Country,BTN,1,90.45098484,27.39598568,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,3.9,3.9,2016,20
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,68,Bolivia (Plurinational State of),5,South America,Country,BOL,1,-64.66224284,-16.71273412,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,5.6,5.6,2016,21
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,70,Bosnia and Herzegovina,39,Southern Europe,Country,BIH,1,17.78584332,44.16845548,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.1,0.1,2016,22
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,72,Botswana,18,Southern Africa,Country,BWA,1,23.81380223,-22.18810073,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,11.8,11.8,2016,23
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,74,Bouvet Island,5,South America,Country,BVT,0,3.410732868,-54.43295905,,,,,,,,,,,,,,,24
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,76,Brazil,5,South America,Country,BRA,1,-53.08432878,-10.77668561,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,1,1,2016,25
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,84,Belize,13,Central America,Country,BLZ,1,-88.70199554,17.19965901,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,1,1,2016,26
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,86,British Indian Ocean Territory,14,Eastern Africa,Country,IOT,0,72.38715553,-7.299281071,,,,,,,,,,,,,,,27
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,90,Solomon Islands,54,Melanesia,Country,SLB,1,160.1584117,-9.622391719,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,6.2,6.2,2016,28
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,92,British Virgin Islands,29,Caribbean,Country,VGB,0,-64.63294223,18.42256578,,,,,,,,,,,,,,,29
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,96,Brunei Darussalam,35,South-Eastern Asia,Country,BRN,1,114.6288563,4.49736984,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0,0,2016,30
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,100,Bulgaria,151,Eastern Europe,Country,BGR,1,25.23763153,42.75731323,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.1,0.1,2016,31
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,104,Myanmar,35,South-Eastern Asia,Country,MMR,1,96.51752295,21.19332882,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,12.6,12.6,2016,32
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,108,Burundi,14,Eastern Africa,Country,BDI,1,29.89080992,-3.366387428,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,65.4,65.4,2016,33
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,112,Belarus,151,Eastern Europe,Country,BLR,1,28.04940161,53.54193075,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.1,0.1,2016,34
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,116,Cambodia,35,South-Eastern Asia,Country,KHM,1,104.922836,12.71163737,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,6.5,6.5,2016,35
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,120,Cameroon,17,Middle Africa,Country,CMR,1,12.7419827,5.692387031,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,45.2,45.2,2016,36
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,124,Canada,21,Northern America,Country,CAN,1,-101.6575058,57.72360191,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.4,0.4,2016,37
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,132,Cabo Verde,11,Western Africa,Country,CPV,1,-23.63544151,15.07791834,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,4.1,4.1,2016,38
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,136,Cayman Islands,29,Caribbean,Country,CYM,0,-81.16740559,19.32266656,,,,,,,,,,,,,,,39
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,140,Central African Republic,17,Middle Africa,Country,CAF,1,20.93559492,7.003720791,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,82.1,82.1,2016,40
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,144,Sri Lanka,34,Southern Asia,Country,LKA,1,80.70489654,7.614693343,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,1.2,1.2,2016,41
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,148,Chad,17,Middle Africa,Country,TCD,1,18.66618401,15.36279341,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,101,101,2016,42
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,152,Chile,5,South America,Country,CHL,1,-71.23029019,-35.2652885,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.2,0.2,2016,43
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,156,China,30,Eastern Asia,Country,CHN,1,104.1403375,32.30955217,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.6,0.6,2016,44
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,162,Christmas Island,53,Australia and New Zealand,Country,CXR,0,105.6426067,-10.4882473,,,,,,,,,,,,,,,45
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,166,Cocos (Keeling) Islands,53,Australia and New Zealand,Country,CCK,0,96.82633757,-12.18600682,,,,,,,,,,,,,,,46
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,170,Colombia,5,South America,Country,COL,1,-73.07446751,3.888209046,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.8,0.8,2016,47
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,174,Comoros,14,Eastern Africa,Country,COM,1,43.34234565,-11.66121732,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,50.7,50.7,2016,48
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,175,Mayotte,14,Eastern Africa,Country,MYT,0,45.14015057,-12.82217691,,,,,,,,,,,,,,,49
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,178,Congo,11,Western Africa,Country,COG,1,15.22052612,-0.840544119,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,38.7,38.7,2016,50
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,180,Democratic Republic of the Congo,17,Middle Africa,Country,COD,1,23.65496507,-2.877154732,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,59.8,59.8,2016,51
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,184,Cook Islands,61,Polynesia,Country,COK,0,-159.7711391,-21.22696458,,,,,,,,,,,,,,,52
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,188,Costa Rica,13,Central America,Country,CRI,1,-84.19712782,9.970998683,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.9,0.9,2016,53
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,191,Croatia,39,Southern Europe,Country,HRV,1,17.95874553,45.45172212,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.1,0.1,2016,54
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,192,Cuba,29,Caribbean,Country,CUB,1,-79.54460144,22.10030366,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,1,1,2016,55
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,196,Cyprus,145,Western Asia,Country,CYP,1,33.22285964,35.05659437,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.3,0.3,2016,56
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,203,Czechia,151,Eastern Europe,Country,CZE,1,15.33151382,49.73913871,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.2,0.2,2016,57
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,204,Benin,11,Western Africa,Country,BEN,1,2.339933594,9.65401646,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,59.7,59.7,2016,58
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,208,Denmark,154,Northern Europe,Country,DNK,1,9.326571283,56.03829721,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.3,0.3,2016,59
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,212,Dominica,29,Caribbean,Country,DMA,1,-61.3493756,15.43391378,,,,,,,,,,,,,,,60
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,214,Dominican Republic,29,Caribbean,Country,DOM,1,-70.49847576,18.89832088,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,2.2,2.2,2016,61
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,218,Ecuador,5,South America,Country,ECU,1,-78.37005241,-1.447785891,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.6,0.6,2016,62
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,222,El Salvador,13,Central America,Country,SLV,1,-88.86862995,13.73603564,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,2,2,2016,63
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,226,Equatorial Guinea,17,Middle Africa,Country,GNQ,1,10.46535826,1.565792376,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,22.3,22.3,2016,64
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,231,Ethiopia,14,Eastern Africa,Country,ETH,1,39.63505296,8.631223181,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,43.7,43.7,2016,65
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,232,Eritrea,14,Eastern Africa,Country,ERI,1,38.11074289,16.12894644,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,45.6,45.6,2016,66
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,233,Estonia,154,Northern Europe,Country,EST,1,25.84093481,58.68487172,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0,0,2016,67
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,234,Faroe Islands,154,Northern Europe,Country,FRO,0,-7.122044325,62.21228119,,,,,,,,,,,,,,,68
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,238,Falkland Islands (Malvinas),5,South America,Country,FLK,0,-58.75246778,-51.74562601,,,,,,,,,,,,,,,69
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,239,South Georgia and the South Sandwich Islands,5,South America,Country,SGS,0,-36.90662765,-54.20736749,,,,,,,,,,,,,,,70
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,242,Fiji,54,Melanesia,Country,FJI,1,177.9660884,-17.83301566,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,2.9,2.9,2016,71
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,246,Finland,154,Northern Europe,Country,FIN,1,23.308447,61.91586738,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0,0,2016,72
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,248,Åland Islands,154,Northern Europe,Country,ALA,0,19.80945969,60.1544901,,,,,,,,,,,,,,,73
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,250,France,155,Western Europe,Country,FRA,1,2.457288129,46.62660861,PER_100000_POP,"Per 100,000 population",,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,E: Estimated data,0.3,0.3,2016,74
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,254,French Guiana,5,South America,Country,GUF,0,-53.23619089,3.922673437,,,,,,,,,,,,,,,75
3,3.9,3.9.2,SH_STA_WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (deaths per 100,000 population)",2019.Q2.G.01,258,French Polynesia,61,Polynesia,Country,PYF,0,-149.4052367,-17.67709294,,,,,,,,,,,,,,,76
